Tstar,Hstar_min,Hstar_med,Hstar_max,pixel_x,pixel_y_q85,pixel_y_median,pixel_y_q15
3.1614349775784754,0.7602739726027398,0.7705479452054794,0.791095890410959,396.0,249.0,248.0,246.0
3.1838565022421523,0.7602739726027398,0.7705479452054794,0.791095890410959,397.0,249.0,248.0,246.0
3.2062780269058297,0.7602739726027398,0.7705479452054794,0.791095890410959,398.0,249.0,248.0,246.0
3.2286995515695067,0.7684931506849316,0.7808219178082192,0.791095890410959,399.0,248.2,247.0,246.0
3.2511210762331837,0.7705479452054794,0.7808219178082192,0.791095890410959,400.0,248.0,247.0,246.0
3.273542600896861,0.7705479452054794,0.7808219178082192,0.791095890410959,401.0,248.0,247.0,246.0
3.295964125560538,0.7705479452054794,0.7808219178082192,0.791095890410959,402.0,248.0,247.0,246.0
3.318385650224215,0.7705479452054794,0.7808219178082192,0.791095890410959,403.0,248.0,247.0,246.0
3.3408071748878925,0.7741438356164383,0.7808219178082192,0.791095890410959,404.0,247.65,247.0,246.0
3.3632286995515694,0.7756849315068494,0.7808219178082192,0.791095890410959,405.0,247.5,247.0,246.0
3.3856502242152464,0.7772260273972603,0.785958904109589,0.791095890410959,406.0,247.35,246.5,246.0
3.408071748878924,0.7808219178082192,0.785958904109589,0.791095890410959,407.0,247.0,246.5,246.0
3.430493273542601,0.7808219178082192,0.791095890410959,0.791095890410959,408.0,247.0,246.0,246.0
3.4529147982062782,0.7808219178082192,0.791095890410959,0.791095890410959,409.0,247.0,246.0,246.0
3.475336322869955,0.7808219178082192,0.791095890410959,0.791095890410959,410.0,247.0,246.0,246.0
3.497757847533632,0.7808219178082192,0.785958904109589,0.791095890410959,411.0,247.0,246.5,246.0
3.5201793721973096,0.7756849315068494,0.7808219178082192,0.791095890410959,412.0,247.5,247.0,246.0
3.5426008968609866,0.7756849315068494,0.7808219178082192,0.791095890410959,413.0,247.5,247.0,246.0
3.5650224215246635,0.7705479452054794,0.7808219178082192,0.791095890410959,414.0,248.0,247.0,246.0
